title,url,source,published_at,snippet,link_verified,fetch_timestamp
dyberforge added to PyPI,https://pypi.org/project/dyberforge/,Pypi.org,2026-06-16T15:13:50Z,Open H-cat photonic quantum computing simulation SDK (Dyber Forge Workbench),True,2026-06-18T02:03:28.943419
Micron Technology (MU) Skyrocketed on Explosive Demand For High-Bandwidth Memory,https://finance.yahoo.com/markets/stocks/articles/micron-technology-mu-skyrocketed-explosive-150456301.html,Yahoo Entertainment,2026-06-16T15:04:56Z,"Columbia Threadneedle Investments, an investment management company, released its first-quarter 2026 investor letter for the “Columbia Global Technology Grow...",False,2026-06-18T02:03:28.943421
"Fastest, Largest, Strongest: NVIDIA Blackwell Sweeps MLPerf Training 6.0",https://blogs.nvidia.com/blog/blackwell-mlperf-training-6-0/,Nvidia.com,2026-06-16T15:00:36Z,"Every breakthrough AI model starts the same way: with a training run. The infrastructure running those training jobs shapes everything: how fast teams can iterate, what scale of model they can build and whether those jobs complete reliably.  As models grow in…",True,2026-06-18T02:03:28.943422
Center for AI Safety warns of long-term risks in AI evaluations,https://cryptobriefing.com/cais-long-term-ai-evaluation-risks/,Crypto Briefing,2026-06-16T14:34:35Z,"The evaluation gap in AI safety tests highlights the urgent need for robust, long-term assessments to prevent unforeseen societal impacts.
The post Center for AI Safety warns of long-term risks in AI evaluations appeared first on Crypto Briefing.",True,2026-06-18T02:03:28.943424
China Masters Mass Production of Quantum Microchip Material,https://sputnikglobe.com/20260616/china-masters-mass-production-of-quantum-microchip-material-1124316967.html,Sputnikglobe.com,2026-06-16T14:19:40Z,"Ultra-pure silicon-28 is a key material for quantum microchips, essential for next-generation computing.",False,2026-06-18T02:03:28.943425
Govt. approves National Artificial Intelligence Program,https://www.israelnationalnews.com/news/428721,Israelnationalnews.com,2026-06-16T14:17:49Z,The Program aims to establish Israel's status as one of the world's leading countries in the field of artificial intelligence.,True,2026-06-18T02:03:28.943427
CriticalTech.Exchange Partners With KoreInside To Launch Fully Compliant Digital Capital Markets Platform For Critical Technology Companies,https://apnews.com/press-release/korewire/press-release-4453e7f4acf4167a96e0575323a71872,Associated Press,2026-06-16T14:16:45Z,"Powered by KoreChain, KoreOracle, KoreID, Compliance Desk, and KoreTransfer, the platform delivers end-to-end capital formation, tokenized securities, and DeFi investor access for the next generation of critical technology innovators.",True,2026-06-18T02:03:28.943428
ISRO Scientists Launch Space Technology & Research Program 2026 at Chandigarh University,https://www.thehindubusinessline.com/brandhub/pr-release/isro-scientists-launch-space-technology-amp-research-program-2026-at-chandigarh-university/article71108413.ece,BusinessLine,2026-06-16T13:44:57Z,ISRO Scientists Launch Space Technology & Research Program 2026 at Chandigarh University,True,2026-06-18T02:03:28.943430
orangeqs-juice-core 26.25.0a2,https://pypi.org/project/orangeqs-juice-core/26.25.0a2/,Pypi.org,2026-06-16T13:31:00Z,Framework for running quantum computing experiments.,True,2026-06-18T02:03:28.943431
America's Nuclear Comeback Has a Missing Link: Domestic Fuel — and One Company Is Building Across Both Ends,https://www.globenewswire.com/news-release/2026/06/16/3312713/0/en/America-s-Nuclear-Comeback-Has-a-Missing-Link-Domestic-Fuel-and-One-Company-Is-Building-Across-Both-Ends.html,GlobeNewswire,2026-06-16T13:15:00Z,"Issued on behalf of Eagle Nuclear Energy Corp.  As AI data centers and electrification ignite a nuclear revival, the U.S. faces an uncomfortable truth: it...",True,2026-06-18T02:03:28.943432
SEALSQ Secures Patent for Breakthrough “Back-to-Physical” NFT Technology,https://www.globenewswire.com/news-release/2026/06/16/3312708/0/en/SEALSQ-Secures-Patent-for-Breakthrough-Back-to-Physical-NFT-Technology.html,GlobeNewswire,2026-06-16T13:10:00Z,"Divisional Grant Strengthens Leadership in Semiconductor-Embedded, Physically Authenticated Digital Assets Divisional Grant Strengthens Leadership in Semiconductor-Embedded, Physically Authenticated Digital Assets",True,2026-06-18T02:03:28.943434
"Nord Quantique Appoints Tobi Day-Hamilton as Chief Communications Officer and Angela Olano as Vice President, Marketing",https://financialpost.com/pmn/business-wire-news-releases-pmn/nord-quantique-appoints-tobi-day-hamilton-as-chief-communications-officer-and-angela-olano-as-vice-president-marketing,Financial Post,2026-06-16T13:04:44Z,"SHERBROOKE, Quebec — Nord Quantique, a quantum computing company advancing efficient, scalable, and error corrected architectures, today announced the appointments of Tobi Day-Hamilton as Chief Communications Officer and Angela Olano as Vice President, Market…",False,2026-06-18T02:03:28.943435
"Atom Computing Raises More Than $300 Million to Accelerate Deployment of Fault-Tolerant, Neutral-Atom Quantum Computers",https://www.prnewswire.com/news-releases/atom-computing-raises-more-than-300-million-to-accelerate-deployment-of-fault-tolerant-neutral-atom-quantum-computers-302800832.html,PRNewswire,2026-06-16T13:04:00Z,"Atom Computing has raised over $300 million to date, including a $100 million Series C round led by Third Point Ventures and a planned $100 million from the U.S. Department of Commerce, to speed development and deployment of fault-tolerant quantum computers. …",True,2026-06-18T02:03:28.943436
AppViewX targets ungoverned AI agents with new identity security product,https://siliconangle.com/2026/06/16/appviewx-targets-ungoverned-ai-agents-new-identity-security-product/,SiliconANGLE News,2026-06-16T13:00:39Z,"AppViewX Inc. today launched Agent Identity Security, a product that discovers, governs and monitors artificial intelligence agents across enterprise environments as autonomous software increasingly operates on sensitive systems without human oversight. The p…",True,2026-06-18T02:03:28.943438
AppViewX extends machine identity security to ai agents and post-quantum environments,https://www.helpnetsecurity.com/2026/06/16/appviewx-agent-identity-security/,Help Net Security,2026-06-16T13:00:22Z,"AppViewX has announced Agent Identity Security, a new product within the AppViewX platform that discovers, governs, secures, and monitors AI agents across the entire enterprise. Agent Identity Security extends AppViewX’s platform, built on a decade of machine…",True,2026-06-18T02:03:28.943439
AppViewX Launches Agent Identity Security to Govern Agents for the AI and Quantum Era,https://www.nextbigfuture.com/2026/06/appviewx-launches-agent-identity-security-to-govern-agents-for-the-ai-and-quantum-era.html,Next Big Future,2026-06-16T13:00:18Z,"New York, United States of America, 16th June 2026, CyberNewswire",True,2026-06-18T02:03:28.943441
AppViewX Launches Agent Identity Security to Govern Agents for the AI and Quantum Era,https://hackread.com/appviewx-launches-agent-identity-security-to-govern-agents-for-the-ai-and-quantum-era/,HackRead,2026-06-16T13:00:15Z,"New York, United States of America, 16th June 2026, CyberNewswire",True,2026-06-18T02:03:28.943442
orangeqs-juice-core 26.25.0a1,https://pypi.org/project/orangeqs-juice-core/26.25.0a1/,Pypi.org,2026-06-16T12:59:04Z,Framework for running quantum computing experiments.,True,2026-06-18T02:03:28.943443
QTUM vs. QQQ: Does the Quantum-Computing ETF Beat Just Buying the Nasdaq-100?,https://biztoc.com/x/c0617ce14ece401d,Biztoc.com,2026-06-16T12:50:40Z,"The post QTUM vs. QQQ: Does the Quantum-Computing ETF Beat Just Buying the Nasdaq-100? appeared first on 24/7 Wall St..
Both Defiance Quantum ETF (NYSEARCA:QTUM) and Invesco QQQ Trust (NASDAQ:QQQ) get pitched as ways to own the future of computing, but they a…",True,2026-06-18T02:03:28.943445
QTUM vs. QQQ: Does the Quantum-Computing ETF Beat Just Buying the Nasdaq-100?,https://247wallst.com/investing/2026/06/16/qtum-vs-qqq-does-the-quantum-computing-etf-beat-just-buying-the-nasdaq-100/,24/7 Wall St.,2026-06-16T12:47:46Z,"Both Defiance Quantum ETF (NYSEARCA:QTUM) and Invesco QQQ Trust (NASDAQ:QQQ) get pitched as ways to own the future of computing, but they are not interchange...",True,2026-06-18T02:03:28.943446
Physicists Created an Entirely New Species of Schrödinger’s Cat,https://gizmodo.com/physicists-created-an-entirely-new-species-of-schrodingers-cat-2000772133,Gizmodo.com,2026-06-16T12:30:41Z,"Is the cat dead or alive? Either way, the cat is certainly weird, as a new study demonstrates.",False,2026-06-18T02:03:28.943447
"Transcript: Jean Eric Salata, Chair of EQT group",https://ritholtz.com/2026/06/transcript-jean-eric-salata/,Ritholtz.com,2026-06-16T12:30:01Z,"The transcript from this week’s, MiB: Jean Eric Salata, Chair of EQT group, is below. You can stream and download our full conversation, including any podcast extras, on Apple Podcasts, Spotify, YouTube (video), YouTube (audio), and Bloomberg. All of our earl…",True,2026-06-18T02:03:28.943449
Government Approval of the National AI Program: Israel Will Lead the Next Generation of Innovation and Technology,https://www.globalsecurity.org/wmd/library/news/israel/2026/06/israel-260616-israel-pm01.htm,Globalsecurity.org,2026-06-16T12:00:00Z,"The Government today approved Prime Minister Benjamin Netanyahu's proposal of a National Program to accelerate artificial intelligence in Israel and establish global prominence, strategic principles, and courses of action, which was spearheaded by the Nationa…",True,2026-06-18T02:03:28.943450
D-Wave Quantum details accelerated gate-model roadmap for fault-tolerant systems,https://cryptobriefing.com/d-wave-quantum-gate-model-roadmap-fault-tolerant/,Crypto Briefing,2026-06-16T11:35:00Z,"D-Wave's pivot to gate-model quantum computing could reshape competitive dynamics, impacting both tech innovation and crypto security landscapes.
The post D-Wave Quantum details accelerated gate-model roadmap for fault-tolerant systems appeared first on Crypt…",True,2026-06-18T02:03:28.943451
ZenaTech’s ZenaDrone Prepares the IQ Quad Land Survey Drone for Submission for Blue UAS Certification to Enable U.S. Government and Defense Procurement Readiness,https://financialpost.com/globe-newswire/zenatechs-zenadrone-prepares-the-iq-quad-land-survey-drone-for-submission-for-blue-uas-certification-to-enable-u-s-government-and-defense-procurement-readiness,Financial Post,2026-06-16T11:32:42Z,"VANCOUVER, British Columbia, June 16, 2026 (GLOBE NEWSWIRE) — ZenaTech, Inc. (Nasdaq: ZENA) (FSE: 49Q) (BMV: ZENA) (“ZenaTech”), a technology solution provider specializing in AI (Artificial Intelligence) drone, Drone as a Service (DaaS), enterprise SaaS, and…",False,2026-06-18T02:03:28.943453
How to ensure business continuity in data center decommission,https://www.techtarget.com/searchdatacenter/tip/How-to-ensure-business-continuity-in-data-center-decommission,Techtarget.com,2026-06-16T11:23:00Z,"Explore strategies for decommissioning data centers while ensuring business continuity, minimizing downtime and managing IT asset disposition responsibly.",True,2026-06-18T02:03:28.943454
D-Wave Quantum (QBTS) Inspires Confidence With Latest Gate-Model Roadmap,https://biztoc.com/x/6ae73e30717b8776,Biztoc.com,2026-06-16T11:22:09Z,"D-Wave Quantum Inc. (NYSE:QBTS) is one of the 10 best computer hardware stocks to buy for the next 5 years.
On June 1, in an effort to expedite the commercialization of fault-tolerant quantum computing, D-Wave Quantum Inc. (NYSE:QBTS) unveiled a new gate-mode…",True,2026-06-18T02:03:28.943457
"is One of the Best Computer Hardware Stocks to Buy for Next 5 Years, Here is Why",https://biztoc.com/x/f49adf628bcae376,Biztoc.com,2026-06-16T11:21:27Z,"is One of the Best Computer Hardware Stocks to Buy for Next 5 Years, Here is Why
Quantum Computing Inc. (NASDAQ:QUBT) is one of the 10 best computer hardware stocks to buy for the next 5 years. This is supported by a highly bullish consensus view for the stoc…",True,2026-06-18T02:03:28.943459
2026 America’s Top States for Business: How we are ranking all 50 U.S. states,https://www.cnbc.com/2026/06/16/2026-americas-top-states-business-rankings-methodology.html,CNBC,2026-06-16T11:15:01Z,America's Top States for Business rankings reflect the measures states are using to attract corporations amid urgency to build new facilities across the U.S.,False,2026-06-18T02:03:28.943460
"Quantum Computing (QUBT) is One of the Best Computer Hardware Stocks to Buy for Next 5 Years, Here is Why",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_88a863f3-78ac-4865-aa47-0c98054e37fa,Yahoo Entertainment,2026-06-16T11:03:02Z,,False,2026-06-18T02:03:28.943463
Rigetti Computing (RGTI) Offers Attractive Potential for the Next 5 Years,https://finance.yahoo.com/markets/stocks/articles/rigetti-computing-rgti-offers-attractive-110249576.html,Yahoo Entertainment,2026-06-16T11:02:49Z,"Rigetti Computing Inc. (NASDAQ:RGTI) is one of the 10 best computer hardware stocks to buy for the next 5 years. On May 21, Rigetti Computing Inc. (NASDAQ:RG...",False,2026-06-18T02:03:28.943464
D-Wave Quantum (QBTS) Inspires Confidence With Latest Gate-Model Roadmap,https://finance.yahoo.com/technology/articles/d-wave-quantum-qbts-inspires-110247130.html,Yahoo Entertainment,2026-06-16T11:02:47Z,"D-Wave Quantum Inc. (NYSE:QBTS) is one of the 10 best computer hardware stocks to buy for the next 5 years. On June 1, in an effort to expedite the commercia...",False,2026-06-18T02:03:28.943466
Inside U.S. labs at a moment of fear—and unexpected promise,https://www.scientificamerican.com/article/inside-u-s-labs-at-a-moment-of-fear-and-unexpected-promise/,Scientific American,2026-06-16T09:55:00Z,"Despite funding woes, American scientists are finding reasons for optimism",True,2026-06-18T02:03:28.943467
World’s first national network for quantum standards to boost UK leadership and trade in groundbreaking future tech,https://www.gov.uk/government/news/worlds-first-national-network-for-quantum-standards-to-boost-uk-leadership-and-trade-in-groundbreaking-future-tech,Www.gov.uk,2026-06-16T08:30:04Z,A new national network to coordinate standards for the quantum technologies that will revolutionise everything from medicine to banking and transport.,True,2026-06-18T02:03:28.943468
量子閘市場潛力十足 D-Wave 法說點火、概念股飆,https://finance.technews.tw/2026/06/16/quantum-gate-market-potential-high-d-wave-investor-call-ignites-concept-stocks-surge/,Technews.tw,2026-06-16T07:00:03Z,加拿大超導量子電腦商 D-Wave Quantum 舉行了第一場法說會後，目標價喜獲分析師調高，股價跳漲之際、整體量子運算概念股也全面走揚。 Seeking Alpha、The Motley Fool等外電報導，瑞穗證券（Mizuho Securities）分析師Vijay Rakesh 15日發表...,False,2026-06-18T02:03:28.943470
Farnam Jahanian,https://www.scientificamerican.com/article/farnam-jahanian/,Scientific American,2026-06-16T07:00:00Z,The university president on narrowing the time between discovery and societal impact,True,2026-06-18T02:03:28.943471
Ted Budd,https://www.scientificamerican.com/article/ted-budd/,Scientific American,2026-06-16T07:00:00Z,The North Carolina senator shares why the U.S. needs to remain globally competitive in science and technology,True,2026-06-18T02:03:28.943473
Stephen Streiffer,https://www.scientificamerican.com/article/stephen-streiffer/,Scientific American,2026-06-16T07:00:00Z,The materials scientist describes how science is a contact sport,True,2026-06-18T02:03:28.943474
Darío Gil,https://www.scientificamerican.com/article/dario-gil/,Scientific American,2026-06-16T07:00:00Z,The Department of Energy official discusses what will drive tomorrow’s innovation,True,2026-06-18T02:03:28.943475
China mass produces silicon-28 amid quantum computing race with US,https://www.digitimes.com/news/a20260616VL215/quantum-computing-silicon-production-technology-government.html,Digitimes,2026-06-16T06:52:38Z,"China has achieved mass production of ultra-pure silicon, according to the state-owned China National Nuclear Corporation (CNNC) — an essential material for building silicon-based quantum computers. The breakthrough builds on a government push to sharpen its …",True,2026-06-18T02:03:28.943477
Progress on share buyback programme,https://www.globenewswire.com/news-release/2026/06/16/3312276/0/en/Progress-on-share-buyback-programme.html,GlobeNewswire,2026-06-16T06:27:00Z,"Progress on share buyback programme  ING announced today that, as part of our €1.0 billion share buyback programme announced on 30 April 2026, in total...",True,2026-06-18T02:03:28.943478
"Indonesia's Healthcare Leaders Gather for Exclusive Executive Forum on AI, Cybersecurity, and the Future of Secure Healthcare Communications",https://www.globenewswire.com/news-release/2026/06/16/3312275/0/en/Indonesia-s-Healthcare-Leaders-Gather-for-Exclusive-Executive-Forum-on-AI-Cybersecurity-and-the-Future-of-Secure-Healthcare-Communications.html,GlobeNewswire,2026-06-16T06:21:00Z,"Hosted by NetSfere, Mayapada Healthcare, and Qualitas, the forum will provide practical insights into protecting patient data, enabling secure clinical collaboration, strengthening cyber resilience, and preparing for the post-quantum era Hosted by NetSfere, M…",True,2026-06-18T02:03:28.943479
Classiq and Rolls-Royce Advance Quantum CFD Engineering Simulation in Broader Engineering Workflows,https://www.globenewswire.com/news-release/2026/06/16/3312267/0/en/Classiq-and-Rolls-Royce-Advance-Quantum-CFD-Engineering-Simulation-in-Broader-Engineering-Workflows.html,GlobeNewswire,2026-06-16T06:00:00Z,Classiq and Rolls-Royce published a technical blog describing work that examines how quantum computing methods could support CFD in engineering simulation.,True,2026-06-18T02:03:28.943481
autourgos-responses added to PyPI,https://pypi.org/project/autourgos-responses/,Pypi.org,2026-06-16T05:44:52Z,Autourgos LLM wrapper for the OpenAI Responses API,True,2026-06-18T02:03:28.943482
qpi-client 0.0.3,https://pypi.org/project/qpi-client/0.0.3/,Pypi.org,2026-06-16T02:54:24Z,Python client SDK for the QPI quantum computing platform,True,2026-06-18T02:03:28.943483
qpi-client added to PyPI,https://pypi.org/project/qpi-client/,Pypi.org,2026-06-16T02:54:20Z,Python client SDK for the QPI quantum computing platform,True,2026-06-18T02:03:28.943485
